,0
0,123.41792062616928
1,4.3016677716853
2,147.68828151831957
3,-468.7126195267389
4,27.90031175227799
5,6.690556080055732
6,154.67532671793043
7,-40.425034425500805
8,52.81917921849181
9,-36.32415558045901
10,14.141940639592992
11,-17.089514461099018
12,-5.74241296823521
13,25.558675441875028
14,3.8750264654614184
15,-11.080234768705354
16,24.395741035813575
17,80.08901488721585
18,47.23776550762389
19,23.31267824952896
20,34.431667829270104
21,54.06902210824058
22,-4.7683807574534
23,3.8750264654614184
24,6.690556080055732
25,3.795460463792766
26,441.2062567662298
27,11.075077719820136
28,14.504839038200153
29,109.84592282380032
30,7.290605969742759
31,19.530178144847824
32,-184.9239078508829
33,263.41402937251553
34,48.72883539243509
35,3.2850985101677783
36,-13.067086411510665
37,68.90687302706388
38,76.75464244610096
39,16.41857922257424
40,27.728390602569128
41,3.6803425441016997
42,10.43701426394999
43,70.5428047786477
44,269.65956760489144
45,-4.447838572601108
46,146.77555743344962
47,88.29155409084622
48,176.79692220719403
49,24.392843641041964
50,28.698474014663798
51,6.383805691370761
52,4.556397199099729
53,173.11160121592627
54,49.89165878883353
55,54.91737826472072
56,-60.006476069397976
57,2.4115262502777175
58,34.160668758426894
59,29.814173455105376
60,12.15975246716332
61,28.25401586423785
62,8.631699594337544
63,17.450945216468355
64,3.4503886344824912
65,8.934946773701668
66,12.120449958663764
67,3.5150229522276693
68,6.690556080055732
69,79.57256225071215
70,224.41546383473576
71,47.07011299017441
72,143.51244523737878
73,12.048607498303593
74,59.252572139206585
75,4.314408225874074
76,782.2318148336889
77,9.916166807702583
78,17.991832597457332
79,3.0919013710256538
80,16.613319394391258
81,6.383805691370761
82,-10.873363474436115
83,44.93869461218596
84,23.025756023578484
85,31.621357366977605
86,5.512084027775634
87,318.40249437069525
88,12.11822014790941
89,3.3677532001497155
90,17.628449319938284
91,-34.025387901246226
92,-8.602185913774868
93,-16.923836508527614
94,4.268108874702976
95,-28.776940134561286
96,-12.108693773095977
97,200.09708448028593
98,-102.66478640790032
99,2.244800568648016
100,17.18320713803838
101,15.838663969432318
102,-5.718623947635802
103,9.481007980421115
104,6.280512072749209
105,2.251750555907189
106,93.93807761228032
107,-89.25790660832494
108,-12.58213472700971
109,3.1649757114580814
110,281.94453133094765
111,8.057447858995205
112,7.377663647723653
113,13.9145919246901
114,0.44202697625788623
115,-34.579771276452064
116,2.251750555907189
117,22.275314131382824
118,-2.1550985490615417
119,44.01551546700005
120,-11.913533302463458
121,17.618198705008446
122,41.946965536107726
123,-10.705899094349423
124,-47.75625229599188
125,6.440113416859857
126,-168.53974959143952
127,-13.08917814391239
128,1.135642309876044
129,16.63322024818943
130,-47.80670479687359
131,4.08045671888472
132,6.440113416859857
133,23.472385111983904
134,22.829840163908734
135,33.31385126489017
136,21.674496772190086
137,7.288621465637453
138,14.315916521646738
139,82.14432632622851
140,550.3319144861113
141,-5.517788668988276
142,4.911106592489223
143,-11.236411909190942
144,215.3287055709405
145,-167.48161516033758
146,-55.13587248591726
147,12.574854906430243
148,33.33680122928861
149,-11.017594206196206
150,42.314677881121064
151,5.139784048576501
152,14.534613691154602
153,14.60838420145187
154,4.286678603911801
155,14.938416513912186
156,21.66836645408983
157,7.290605969742759
158,24.888761002035285
159,75.68211979786014
160,14.440789039515737
161,59.315653839006266
162,5.333110138454981
163,12.521029386303645
164,23.142913826843706
165,59.22505894810719
166,1.9652170317175095
167,-5.74241296823521
168,3.5150229522276693
169,14.76971465185434
170,24.479890749362813
171,-8.876680541135812
172,8.249483431455873
173,9.11827340439261
174,49.93137563941865
175,14.385889678959618
176,513.1693602059937
177,189.3199516988113
178,65.7250827321144
179,8.977365932285737
180,9.218194049415779
181,-13.050417555883032
182,24.304374823956987
183,-8.876680541135812
184,2.2746279661503745
185,25.321215344817816
186,23.398104154165367
187,302.58164615443786
188,25.271635134946926
189,25.29956480071809
190,112.82954667231972
191,17.557525916048682
192,11.308221130715413
193,122.94170154370023
194,-3.1067434650738726
195,-5.1455374593197805
196,-1775.7076292169563
197,-313.8507193402706
198,4.219283768479006
199,28.90822154818368
200,69.06466769073299
201,5.322141348246649
202,118.81290207839531
203,43.92955541823552
204,3.8750264654614184
205,60.844386294806974
206,-19.70548096836361
207,80.28973501828713
208,23.366477048563432
209,93.27838937603454
210,16.572277294840045
211,24.505792206691552
212,153.75873803633115
213,-33.75228240359958
214,33.36441227587355
215,-55.03689907317343
216,4.294829674310023
217,3.5416827327401426
218,4.6043449840220605
219,11.152936702064528
220,7.377663647723653
221,2.3530395931133046
222,17.434491671688548
223,0.5565326330791571
224,-1095.4008378613244
225,17.66300622461578
226,-20.561698214651972
227,168.300391884773
228,6.383805691370761
229,14.563444332963035
230,11.152936702064528
231,-42.19823899668056
232,14.525400621337957
233,200.47309796702368
234,6.900176304085366
235,-10.751226921768996
236,24.58406795768493
237,25.46032908853995
238,-24.129435625153654
239,44.752915914125445
240,636.1421229096015
241,121.98524335388757
242,39.852982606861794
243,18.195409343422135
244,94.55609565401497
245,3.6895146226566826
246,11.175797662019184
247,31.29765562900966
248,-37.71553335323409
249,14.988106850557433
250,19.597676696148095
251,-163.66511202650892
252,6.796544794276948
253,5.225772370806786
254,32.980934229469874
255,32.54941601436829
256,6.854390678184241
257,21.69810350367611
258,4.690441482217898
259,6.383805691370761
260,37.25314895407848
261,64.99515436596988
262,41.17721842770089
263,1.25271511185669
264,4.370002359036469
265,96.74827793311012
266,11.1548622850129
267,12.69084766002336
268,-6.955026553741017
269,9.747707095905533
270,64.37130810269383
271,7.290605969742759
272,262.03861020702664
273,62.118501804877795
274,-14.11192128237274
275,4.3016677716853
276,-204.3914681082314
277,400.02640555080245
278,53.81361948394022
279,-35.55893798498661
280,74.92909367849161
281,32.1557729012875
282,100.76713797911187
283,50.171853320503836
284,7.400925355502294
285,-538.169257159384
286,11.04273552841842
287,6.649961597185655
288,-83.94355451737027
289,-4.947298821179162
290,-25.76685798595189
291,60.557613098419004
292,1.4505639928725163
293,4.082212240780255
294,9.071328302570095
295,-59.39551185317322
296,19.096658456266145
297,121.90519297611556
298,5.465283365987871
299,-58.34480465656661
300,24.51152044289436
301,2.283688530791897
302,4.861770608840155
303,-38.7599864116984
304,44.718239314887434
305,8.999304406010621
306,28.720289796502065
307,-0.5597093379687034
308,-5.260379182179629
309,15.829834256243261
310,58.78034417474751
311,84.50146214217465
312,-7.469670739350065
313,-29.86988480205839
314,-3.5700013230358483
315,1.2268646901335656
316,13.504875503176024
317,222.11064308149068
318,2.396936807187602
319,65.99991538480897
320,11.419708295528505
321,34.83563300252142
322,-4.537570936353149
323,24.554083517641928
324,2.9625774734595787
325,44.68116800615028
326,116.39708360358651
327,180.92177221451965
328,16.600959175881243
329,6.383805691370761
330,-7.540453085344727
331,7.377663647723653
332,-65.22098436830002
333,89.68999291168099
334,-42.5019140930419
335,110.55754415725787
336,-165.19234722974616
337,4.798453130222926
338,23.313752413358383
339,12.20754679813702
340,49.89722714554841
341,44.77639817900746
342,14.142899276504698
343,-39.14974945448563
344,16.531804668530913
345,45.376112255649005
346,13.504875503176024
347,11.100559293086834
348,35.51938435829013
349,15.724035299791465
350,6.86372121581466
351,58.154497927436665
352,33.8401755140447
353,-10.896348361463886
354,211.37740741634806
355,23.879418876358724
356,2.2106238604100827
357,12.09542426330322
358,95.42126535552502
359,8.633297339158972
360,64.8877472456304
361,14.022830098857588
362,-5.35617603357567
363,66.492572471343
364,155.14260510168512
365,17.241502988290225
366,-57.91095332160911
367,8.09231294277102
368,17.43644631349282
369,136.67656878123415
370,-23.873908255912447
371,22.80692275894754
372,15.406355604265094
373,-60.15380484960659
374,-3.033743322908863
375,17.208902767595166
376,17.691438158410666
377,-1.5959117588745904
378,-34.15760095075847
379,8.985095963326753
380,33.67912202413219
381,33.751624841851424
382,100.22282821508655
383,44.54231234022898
384,6.563852792287804
385,10.982154279241765
386,-43.60036441180842
387,160.71590299215237
388,-5.18892221778468
389,117.36828404301268
390,3.887766919650192
391,30.905493732617906
392,44.652445856974694
393,-26.220562872465198
394,103.69357798444
395,7.2521830068624356
396,49.23757060849929
397,2.4115262502777175
398,-148.84076410424046
399,145.50581163362676
400,27.814213780319463
401,53.82973679628696
402,141.85571133959297
403,3.5150229522276693
404,4.215891818133188
405,7.222545866895424
406,102.91994776598486
407,14.12087111957095
408,7.288621465637453
409,45.071132853410354
410,24.47951939650766
411,33.65313599366833
412,229.23783797200525
413,58.93661256391738
414,-19.144727672959043
415,6.383805691370761
416,4.314408225874074
417,17.72733015115344
418,11.262795520299578
